date,maxtempC,maxtempF,mintempC,mintempF,avgtempC,avgtempF,totalSnow_cm,sunHour,uvIndex_x,year,month,day,time,tempC,tempF,windspeedMiles,windspeedKmph,winddirDegree,winddir16Point,weatherCode,weatherDesc,precipMM,precipInches,humidity,visibility,visibilityMiles,pressure,pressureInches,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF,uvIndex_y,region
2020-08-22,20,68,11,51,17,62,0.0,9.3,4,2020,8,22,24,20,68,11,18,231,SW,353,Light rain shower,2.6,0.1,68,10,6,1006,30,60,15,59,9,48,14,58,16,26,14,58,4,Астана қаласы
2020-08-23,21,69,11,52,17,63,0.0,9.3,4,2020,8,23,24,21,69,8,13,284,WNW,353,Light rain shower,0.6,0.0,67,10,6,1006,30,44,16,60,9,49,15,60,12,19,15,60,4,Астана қаласы
2020-08-24,21,69,11,52,17,63,0.0,11.6,5,2020,8,24,24,21,69,4,7,212,SSW,116,Partly cloudy,0.3,0.0,64,10,6,1007,30,32,16,61,9,47,16,61,6,10,16,61,5,Астана қаласы
2020-08-25,20,68,12,53,17,63,0.0,11.6,5,2020,8,25,24,20,68,10,17,175,S,116,Partly cloudy,0.1,0.0,61,10,6,1009,30,41,16,61,8,47,15,60,15,24,15,60,5,Астана қаласы
2020-08-26,24,76,12,53,20,67,0.0,11.6,5,2020,8,26,24,24,76,8,13,258,WSW,116,Partly cloudy,0.0,0.0,54,10,6,1014,30,20,19,66,8,46,18,64,12,19,18,64,5,Астана қаласы
2020-08-27,23,74,14,57,20,67,0.0,11.6,5,2020,8,27,24,23,74,9,14,329,NNW,116,Partly cloudy,0.0,0.0,67,10,6,1014,30,21,20,68,11,53,19,65,12,19,19,65,5,Астана қаласы
2020-08-28,23,73,12,53,18,65,0.0,11.6,5,2020,8,28,24,23,73,5,7,295,WNW,116,Partly cloudy,0.0,0.0,57,10,6,1019,31,12,18,64,8,46,17,63,7,11,17,63,5,Астана қаласы
2020-08-29,26,79,14,57,22,71,0.0,11.6,6,2020,8,29,24,26,79,5,7,178,S,116,Partly cloudy,0.0,0.0,48,10,6,1020,31,20,21,69,9,48,20,69,7,12,20,69,6,Астана қаласы
2020-08-30,28,82,17,63,24,75,0.0,11.6,6,2020,8,30,24,28,82,9,14,54,NE,116,Partly cloudy,0.0,0.0,48,10,6,1019,31,11,23,73,10,51,22,72,13,22,23,73,6,Астана қаласы
2020-08-31,29,84,17,63,25,76,0.0,11.6,6,2020,8,31,24,29,84,5,8,75,ENE,116,Partly cloudy,0.0,0.0,41,10,6,1019,31,25,23,73,8,47,23,73,8,13,23,73,6,Астана қаласы
2020-08-01,35,94,24,75,30,87,0.0,14.5,8,2020,8,1,24,35,94,14,23,200,SSW,116,Partly cloudy,0.0,0.0,28,10,6,1008,30,20,29,83,8,46,29,84,20,32,29,83,8,Атырау
2020-08-02,32,89,24,75,29,83,0.0,13.5,7,2020,8,2,24,32,89,7,11,236,SW,116,Partly cloudy,0.0,0.0,34,10,6,1005,30,31,27,81,10,50,28,82,10,17,27,81,7,Атырау
2020-08-03,26,79,13,55,21,70,0.0,10.3,5,2020,8,3,24,26,79,14,22,191,SSW,308,Heavy rain,11.0,0.4,60,8,5,1008,30,60,22,72,14,56,22,71,19,31,22,71,5,Атырау
2020-08-04,24,75,12,53,21,70,0.0,10.3,5,2020,8,4,24,24,75,12,19,316,NW,353,Light rain shower,3.1,0.1,62,10,6,1009,30,50,20,68,12,54,19,66,17,27,19,66,5,Атырау
2020-08-05,26,78,17,62,22,72,0.0,8.3,5,2020,8,5,24,26,78,14,22,149,SSE,353,Light rain shower,4.1,0.2,59,9,5,1006,30,75,22,71,12,54,21,70,18,29,22,71,5,Атырау
2020-08-06,32,89,22,72,27,81,0.0,11.6,6,2020,8,6,24,32,89,9,14,46,NE,200,Thundery outbreaks possible,0.6,0.0,50,10,5,1008,30,32,27,81,14,58,26,79,12,20,27,81,6,Атырау
2020-08-07,33,91,25,77,30,85,0.0,11.6,7,2020,8,7,24,33,91,14,23,296,WNW,116,Partly cloudy,1.4,0.1,42,10,6,1007,30,36,29,84,14,58,29,84,20,32,29,84,7,Атырау
2020-08-08,31,89,26,78,29,84,0.0,11.6,7,2020,8,8,24,31,89,16,25,338,NNW,116,Partly cloudy,0.0,0.0,41,10,6,1005,30,17,29,84,14,57,29,84,22,35,29,84,7,Атырау
2020-08-09,27,81,22,72,25,77,0.0,11.6,6,2020,8,9,24,27,81,15,24,341,NNW,116,Partly cloudy,0.0,0.0,44,10,6,1004,30,13,26,79,11,53,25,78,19,31,26,79,6,Атырау
2020-08-10,28,82,20,69,24,75,0.0,11.6,6,2020,8,10,24,28,82,15,23,330,NNW,116,Partly cloudy,0.0,0.0,38,10,6,1007,30,9,24,75,8,47,24,75,20,32,24,75,6,Атырау
2020-08-11,26,80,20,68,23,74,0.0,11.6,6,2020,8,11,24,26,80,10,17,335,NNW,116,Partly cloudy,0.0,0.0,35,10,6,1010,30,5,23,74,6,43,23,74,14,23,23,74,6,Атырау
2020-08-12,29,83,21,69,25,78,0.0,11.6,7,2020,8,12,24,29,83,5,9,277,W,116,Partly cloudy,0.0,0.0,30,10,6,1010,30,5,24,76,5,41,25,76,8,12,24,76,7,Атырау
2020-08-13,29,84,23,73,27,80,0.0,11.6,6,2020,8,13,24,29,84,12,20,208,SSW,176,Patchy rain possible,0.2,0.0,47,10,6,1008,30,42,26,79,13,56,26,78,18,28,26,79,6,Атырау
2020-08-14,28,83,22,72,26,78,0.0,11.6,7,2020,8,14,24,28,83,11,17,275,W,116,Partly cloudy,1.3,0.1,42,10,6,1007,30,14,25,78,9,49,25,77,14,23,25,78,7,Атырау
2020-08-15,25,77,20,68,23,73,0.0,11.6,6,2020,8,15,24,25,77,14,22,298,WNW,116,Partly cloudy,0.0,0.0,36,10,6,1008,30,13,23,73,7,44,23,73,18,29,23,73,6,Атырау
2020-08-16,23,74,16,62,20,69,0.0,11.6,6,2020,8,16,24,23,74,14,23,292,WNW,116,Partly cloudy,0.0,0.0,43,10,6,1010,30,30,21,69,7,44,20,68,19,31,20,68,6,Атырау
2020-08-17,25,76,18,64,22,71,0.0,11.6,6,2020,8,17,24,25,76,13,21,296,WNW,116,Partly cloudy,0.0,0.0,36,10,6,1010,30,19,22,72,5,42,22,71,18,29,22,71,6,Атырау
2020-08-18,25,78,18,64,24,75,0.0,11.6,6,2020,8,18,24,25,78,17,27,297,WNW,116,Partly cloudy,0.0,0.0,35,10,6,1008,30,13,24,75,6,43,23,73,23,37,24,75,6,Атырау
2020-08-19,28,82,20,67,25,77,0.0,11.6,6,2020,8,19,24,28,82,6,10,215,SW,116,Partly cloudy,0.0,0.0,29,10,6,1009,30,29,24,75,5,41,24,75,9,14,24,75,6,Атырау
2020-08-20,28,83,24,75,26,79,0.0,11.6,7,2020,8,20,24,28,83,6,9,217,SW,116,Partly cloudy,0.0,0.0,28,10,6,1009,30,38,25,77,6,43,26,78,8,12,25,77,7,Атырау
2020-08-21,26,80,21,70,24,76,0.0,11.6,6,2020,8,21,24,26,80,12,20,39,NE,116,Partly cloudy,0.0,0.0,27,10,6,1010,30,13,24,75,3,38,24,75,17,27,24,75,6,Атырау
2020-08-22,24,76,19,65,22,71,0.0,10.4,5,2020,8,22,24,24,76,12,19,43,NE,122,Overcast,0.0,0.0,32,10,6,1011,30,35,22,71,4,39,22,71,17,27,22,71,5,Атырау
2020-08-23,25,77,19,67,23,73,0.0,11.6,6,2020,8,23,24,25,77,14,23,29,NNE,116,Partly cloudy,0.0,0.0,38,10,6,1009,30,23,23,73,7,44,22,72,20,32,23,73,6,Атырау
2020-08-24,26,79,18,65,23,73,0.0,11.6,6,2020,8,24,24,26,79,13,20,52,NE,116,Partly cloudy,0.0,0.0,37,10,6,1011,30,12,22,72,6,43,22,72,18,30,22,72,6,Атырау
2020-08-25,28,83,20,69,25,77,0.0,11.6,6,2020,8,25,24,28,83,7,11,51,NE,116,Partly cloudy,0.0,0.0,32,10,6,1016,30,6,24,75,6,43,24,76,11,18,24,75,6,Атырау
2020-08-26,30,87,22,71,27,81,0.0,11.6,7,2020,8,26,24,30,87,4,7,220,SW,116,Partly cloudy,0.0,0.0,27,10,6,1016,30,4,26,78,5,41,26,79,7,11,26,78,7,Атырау
2020-08-27,32,90,22,71,28,83,0.0,11.6,7,2020,8,27,24,32,90,10,16,167,SSE,116,Partly cloudy,0.0,0.0,24,10,6,1014,30,4,26,79,4,39,27,80,15,24,26,79,7,Атырау
2020-08-28,32,90,23,73,29,84,0.0,11.6,6,2020,8,28,24,32,90,10,16,176,S,119,Cloudy,0.0,0.0,22,10,6,1012,30,16,26,79,3,38,27,81,15,24,26,79,6,Атырау
2020-08-29,31,88,23,73,28,82,0.0,11.6,6,2020,8,29,24,31,88,5,8,247,WSW,119,Cloudy,0.0,0.0,21,10,6,1012,30,26,26,78,3,37,27,80,8,13,26,78,6,Атырау
2020-08-30,30,86,23,73,27,80,0.0,11.6,7,2020,8,30,24,30,86,10,16,281,WNW,116,Partly cloudy,0.7,0.0,34,10,6,1016,30,12,26,79,9,48,27,80,15,25,26,79,7,Атырау
2020-08-31,34,93,24,74,30,85,0.0,11.6,7,2020,8,31,24,34,93,13,20,64,ENE,116,Partly cloudy,0.0,0.0,31,10,6,1016,30,9,28,83,9,49,29,84,19,31,28,83,7,Атырау
2020-08-01,29,84,18,64,25,77,0.0,14.5,7,2020,8,1,24,29,84,5,8,108,ESE,116,Partly cloudy,0.0,0.0,47,10,6,1013,30,16,23,74,11,51,23,74,8,12,23,74,7,Қарағанды
2020-08-02,28,83,17,63,24,76,0.0,14.5,6,2020,8,2,24,28,83,14,23,79,ENE,116,Partly cloudy,0.0,0.0,48,10,6,1014,30,8,24,74,11,52,23,74,20,33,24,74,6,Қарағанды
2020-08-03,27,81,19,65,24,76,0.0,13.5,5,2020,8,3,24,27,81,15,24,53,NE,119,Cloudy,0.0,0.0,52,10,6,1012,30,20,24,76,13,55,23,74,21,33,24,76,5,Қарағанды
2020-08-04,26,79,17,62,23,73,0.0,14.5,6,2020,8,4,24,26,79,14,23,55,NE,116,Partly cloudy,0.0,0.0,56,10,6,1009,30,15,23,73,12,54,22,72,19,31,23,73,6,Қарағанды
2020-08-05,28,82,18,64,24,75,0.0,14.5,6,2020,8,5,24,28,82,15,24,65,ENE,116,Partly cloudy,0.0,0.0,52,10,6,1010,30,14,24,75,12,54,23,74,20,33,24,75,6,Қарағанды
2020-08-06,29,84,17,62,24,76,0.0,14.5,6,2020,8,6,24,29,84,14,23,84,E,116,Partly cloudy,0.0,0.0,41,10,6,1014,30,1,24,74,8,47,23,74,21,34,24,74,6,Қарағанды
2020-08-07,30,86,17,63,25,77,0.0,14.5,7,2020,8,7,24,30,86,11,17,93,E,116,Partly cloudy,0.0,0.0,33,10,6,1012,30,2,24,75,6,43,24,75,18,28,24,75,7,Қарағанды
2020-08-08,32,90,20,67,27,81,0.0,14.5,7,2020,8,8,24,32,90,12,19,111,ESE,116,Partly cloudy,0.0,0.0,35,10,6,1006,30,13,25,78,8,47,26,78,19,30,25,78,7,Қарағанды
2020-08-09,26,78,21,71,24,75,0.0,12.4,5,2020,8,9,24,26,78,14,23,166,SSE,176,Patchy rain possible,1.6,0.1,39,10,6,1000,30,35,25,76,9,48,24,74,22,36,25,76,5,Қарағанды
2020-08-10,30,87,18,64,26,78,0.0,14.5,7,2020,8,10,24,30,87,10,17,211,SSW,116,Partly cloudy,0.4,0.0,46,10,6,999,30,32,24,75,10,50,24,75,17,27,24,75,7,Қарағанды
2020-08-11,24,74,16,60,19,67,0.0,12.4,4,2020,8,11,24,24,74,13,21,221,SW,176,Patchy rain possible,0.2,0.0,52,10,6,998,30,42,20,68,9,48,19,67,19,30,19,67,4,Қарағанды
2020-08-12,21,69,13,55,18,64,0.0,11.3,4,2020,8,12,24,21,69,16,25,243,WSW,353,Light rain shower,3.7,0.1,66,10,6,1000,30,74,17,63,11,52,17,62,22,36,17,62,4,Қарағанды
2020-08-13,19,66,9,48,16,62,0.0,9.2,4,2020,8,13,24,19,66,10,16,289,WNW,176,Patchy rain possible,2.4,0.1,74,10,6,1005,30,77,16,60,12,53,15,59,13,21,15,59,4,Қарағанды
2020-08-14,21,69,13,56,18,64,0.0,10.3,4,2020,8,14,24,21,69,6,9,275,W,176,Patchy rain possible,0.4,0.0,68,10,6,1010,30,63,17,62,10,51,17,62,8,13,17,62,4,Қарағанды
2020-08-15,22,71,13,55,18,65,0.0,14.5,5,2020,8,15,24,22,71,6,9,68,ENE,116,Partly cloudy,0.0,0.0,59,10,6,1011,30,33,18,64,9,48,17,62,9,15,17,62,5,Қарағанды
2020-08-16,29,83,15,58,23,74,0.0,13.4,5,2020,8,16,24,29,83,10,16,136,SE,119,Cloudy,0.0,0.0,44,10,6,1006,30,21,21,70,7,45,21,70,16,25,21,70,5,Қарағанды
2020-08-17,24,76,14,58,20,68,0.0,11.6,5,2020,8,17,24,24,76,11,18,243,WSW,116,Partly cloudy,2.1,0.1,50,10,6,1003,30,29,20,68,8,47,19,67,16,26,19,67,5,Қарағанды
2020-08-18,21,70,14,58,19,66,0.0,10.5,4,2020,8,18,24,21,70,12,19,256,WSW,122,Overcast,0.1,0.0,45,10,6,1002,30,35,18,64,5,42,18,64,16,25,18,64,4,Қарағанды
2020-08-19,21,69,14,57,17,63,0.0,10.5,4,2020,8,19,24,21,69,17,27,234,SW,266,Light drizzle,0.3,0.0,50,9,5,1003,30,47,17,63,7,44,16,61,23,37,16,61,4,Қарағанды
2020-08-20,19,66,10,51,16,62,0.0,11.6,5,2020,8,20,24,19,66,11,17,249,WSW,116,Partly cloudy,0.0,0.0,50,10,6,1005,30,18,15,59,4,40,15,58,15,24,15,58,5,Қарағанды
2020-08-21,18,64,10,50,15,60,0.0,10.5,4,2020,8,21,24,18,64,12,19,243,WSW,122,Overcast,0.0,0.0,52,10,6,1007,30,35,14,58,4,40,13,56,17,27,13,56,4,Қарағанды
2020-08-22,21,69,11,51,17,63,0.0,9.3,4,2020,8,22,24,21,69,7,12,231,SW,122,Overcast,0.1,0.0,65,10,6,1008,30,52,16,61,7,45,15,59,12,19,15,59,4,Қарағанды
2020-08-23,22,72,11,51,18,65,0.0,11.6,5,2020,8,23,24,22,72,7,11,263,W,116,Partly cloudy,0.0,0.0,55,10,6,1006,30,14,17,62,6,44,16,61,11,17,16,61,5,Қарағанды
2020-08-24,20,68,11,52,17,63,0.0,11.6,5,2020,8,24,24,20,68,4,6,195,SSW,116,Partly cloudy,0.3,0.0,60,10,6,1007,30,34,17,62,8,46,16,61,6,9,16,61,5,Қарағанды
2020-08-25,20,67,13,55,17,62,0.0,9.3,4,2020,8,25,24,20,67,11,18,149,SSE,308,Heavy rain,30.5,1.2,69,8,5,1007,30,65,16,60,10,49,15,59,14,22,15,59,4,Қарағанды
2020-08-26,21,70,11,52,17,63,0.0,11.6,5,2020,8,26,24,21,70,5,8,261,W,116,Partly cloudy,0.0,0.0,51,10,6,1015,30,10,17,62,5,42,16,61,8,12,16,61,5,Қарағанды
2020-08-27,24,74,15,59,20,68,0.0,9.3,4,2020,8,27,24,24,74,8,13,288,WNW,176,Patchy rain possible,0.1,0.0,48,10,6,1013,30,40,19,67,7,45,19,66,13,21,19,66,4,Қарағанды
2020-08-28,21,70,12,53,17,62,0.0,11.6,5,2020,8,28,24,21,70,6,10,102,ESE,116,Partly cloudy,0.0,0.0,58,10,6,1019,31,6,17,62,7,45,16,60,9,14,16,60,5,Қарағанды
2020-08-29,24,75,13,55,20,67,0.0,11.6,5,2020,8,29,24,24,75,6,9,74,ENE,116,Partly cloudy,0.0,0.0,49,10,6,1021,31,9,19,66,7,45,18,65,8,13,18,65,5,Қарағанды
2020-08-30,26,79,14,57,22,71,0.0,11.6,6,2020,8,30,24,26,79,7,12,79,E,116,Partly cloudy,0.0,0.0,45,10,6,1019,31,15,20,68,8,46,20,68,11,18,20,68,6,Қарағанды
2020-08-31,27,80,16,60,23,73,0.0,11.6,6,2020,8,31,24,27,80,10,16,72,ENE,116,Partly cloudy,0.0,0.0,45,10,6,1018,31,5,22,71,8,46,22,71,15,24,22,71,6,Қарағанды
2020-08-01,30,86,18,64,25,76,0.0,14.5,6,2020,8,1,24,30,86,7,11,218,SW,116,Partly cloudy,0.0,0.0,51,10,6,1010,30,17,24,76,13,55,24,75,11,18,24,76,6,Қостанай
2020-08-02,33,92,21,69,28,83,0.0,14.5,7,2020,8,2,24,33,92,10,15,155,SSE,116,Partly cloudy,0.0,0.0,41,10,6,1011,30,12,28,82,12,53,27,80,16,25,28,82,7,Қостанай
2020-08-03,32,90,21,70,28,83,0.0,14.5,7,2020,8,3,24,32,90,12,20,145,SE,116,Partly cloudy,0.0,0.0,45,10,6,1012,30,5,29,83,14,56,27,81,21,33,29,83,7,Қостанай
2020-08-04,30,86,21,70,26,80,0.0,14.5,7,2020,8,4,24,30,86,13,21,103,ESE,116,Partly cloudy,0.0,0.0,53,10,6,1012,30,7,27,80,15,59,26,78,20,32,27,80,7,Қостанай
2020-08-05,28,82,19,66,24,75,0.0,14.5,6,2020,8,5,24,28,82,12,20,73,ENE,116,Partly cloudy,0.0,0.0,62,10,6,1014,30,9,24,76,16,60,23,73,19,30,24,76,6,Қостанай
2020-08-06,29,83,18,64,25,76,0.0,14.5,6,2020,8,6,24,29,83,14,22,71,ENE,116,Partly cloudy,0.0,0.0,56,10,6,1015,30,4,24,75,14,57,23,74,21,34,24,75,6,Қостанай
2020-08-07,30,86,18,64,25,78,0.0,14.5,7,2020,8,7,24,30,86,14,23,75,ENE,116,Partly cloudy,0.0,0.0,52,10,6,1011,30,5,25,76,13,55,24,75,22,35,25,76,7,Қостанай
2020-08-08,26,79,19,66,22,72,0.0,9.5,5,2020,8,8,24,26,79,7,12,148,SSE,356,Moderate or heavy rain shower,12.7,0.5,67,9,5,1004,30,70,23,73,15,60,21,71,12,19,23,73,5,Қостанай
2020-08-09,24,74,16,60,21,69,0.0,11.5,5,2020,8,9,24,24,74,8,12,121,ESE,176,Patchy rain possible,6.6,0.3,75,9,5,995,30,57,21,69,15,60,20,68,12,19,20,68,5,Қостанай
2020-08-10,22,71,15,60,19,66,0.0,10.4,4,2020,8,10,24,22,71,9,14,194,SSW,176,Patchy rain possible,0.7,0.0,74,10,6,990,30,68,20,67,14,57,19,66,13,21,19,66,4,Қостанай
2020-08-11,22,72,15,59,19,66,0.0,11.4,4,2020,8,11,24,22,72,9,14,270,W,353,Light rain shower,4.2,0.2,75,10,6,994,30,44,18,64,13,55,18,64,13,20,18,64,4,Қостанай
2020-08-12,16,60,14,57,15,59,0.0,9.4,3,2020,8,12,24,16,60,14,23,333,NNW,266,Light drizzle,0.8,0.0,85,8,4,1003,30,98,15,59,12,54,14,57,19,30,14,57,3,Қостанай
2020-08-13,19,66,10,50,16,60,0.0,14.5,5,2020,8,13,24,19,66,8,13,291,WNW,116,Partly cloudy,0.0,0.0,67,10,6,1010,30,23,15,59,9,48,14,58,12,19,14,58,5,Қостанай
2020-08-14,21,69,10,51,16,61,0.0,13.5,5,2020,8,14,24,21,69,5,7,119,ESE,116,Partly cloudy,0.1,0.0,62,10,6,1011,30,25,15,59,8,46,14,57,7,12,14,57,5,Қостанай
2020-08-15,25,77,15,59,20,68,0.0,14.5,5,2020,8,15,24,25,77,9,15,163,SSE,353,Light rain shower,0.4,0.0,58,10,6,1006,30,39,19,67,11,51,19,66,15,24,19,66,5,Қостанай
2020-08-16,21,70,14,58,18,64,0.0,10.3,4,2020,8,16,24,21,70,6,10,230,SW,356,Moderate or heavy rain shower,17.3,0.7,80,9,5,1002,30,79,18,64,13,56,17,63,9,15,17,63,4,Қостанай
2020-08-17,19,65,11,53,16,60,0.0,10.3,4,2020,8,17,24,19,65,10,16,235,SW,359,Torrential rain shower,17.9,0.7,81,8,5,997,30,67,15,59,12,53,14,57,18,28,14,57,4,Қостанай
2020-08-18,17,62,10,51,14,58,0.0,10.3,3,2020,8,18,24,17,62,12,19,255,WSW,356,Moderate or heavy rain shower,7.1,0.3,78,10,5,995,30,71,14,56,10,49,12,54,18,29,12,54,3,Қостанай
2020-08-19,16,61,9,48,13,56,0.0,11.3,3,2020,8,19,24,16,61,14,23,277,W,353,Light rain shower,3.4,0.1,73,10,5,999,30,61,12,54,7,45,10,50,21,33,10,50,3,Қостанай
2020-08-20,16,60,9,47,13,55,0.0,9.2,3,2020,8,20,24,16,60,14,23,267,W,353,Light rain shower,1.4,0.1,75,10,6,1001,30,85,12,53,7,45,9,49,21,34,9,49,3,Қостанай
2020-08-21,18,65,10,49,15,59,0.0,7.1,3,2020,8,21,24,18,65,12,19,285,WNW,353,Light rain shower,2.9,0.1,80,8,4,1003,30,85,14,57,10,50,12,54,17,28,12,54,3,Қостанай
2020-08-22,16,61,8,47,13,56,0.0,8.2,3,2020,8,22,24,16,61,8,14,299,WNW,176,Patchy rain possible,0.8,0.0,85,9,5,1006,30,68,13,55,11,52,11,53,12,20,11,53,3,Қостанай
2020-08-23,20,68,11,51,16,61,0.0,8.2,4,2020,8,23,24,20,68,8,13,323,NW,353,Light rain shower,4.3,0.2,80,9,5,1008,30,58,15,59,11,53,15,58,13,21,15,58,4,Қостанай
2020-08-24,20,68,11,51,16,61,0.0,10.5,4,2020,8,24,24,20,68,7,11,327,NNW,176,Patchy rain possible,0.1,0.0,75,10,6,1009,30,29,15,60,11,51,15,58,11,18,15,58,4,Қостанай
2020-08-25,22,72,11,52,17,63,0.0,11.6,5,2020,8,25,24,22,72,6,10,252,WSW,116,Partly cloudy,0.0,0.0,71,10,6,1012,30,16,17,62,11,52,16,60,10,16,16,60,5,Қостанай
2020-08-26,23,73,16,60,19,66,0.0,9.3,4,2020,8,26,24,23,73,8,13,286,WNW,119,Cloudy,0.0,0.0,73,10,6,1013,30,48,19,66,14,56,18,65,14,22,18,65,4,Қостанай
2020-08-27,24,74,13,56,19,67,0.0,11.6,5,2020,8,27,24,24,74,5,8,287,WNW,116,Partly cloudy,0.0,0.0,70,10,6,1016,30,8,19,67,13,55,18,65,8,14,18,65,5,Қостанай
2020-08-28,27,81,16,61,22,72,0.0,11.6,6,2020,8,28,24,27,81,8,13,211,SSW,116,Partly cloudy,0.0,0.0,57,10,6,1017,31,13,22,72,12,54,21,70,13,21,22,72,6,Қостанай
2020-08-29,29,85,19,66,25,77,0.0,11.6,7,2020,8,29,24,29,85,8,13,207,SSW,116,Partly cloudy,0.4,0.0,51,10,6,1018,31,32,24,75,12,54,24,75,13,22,24,75,7,Қостанай
2020-08-30,29,84,19,65,25,76,0.0,9.3,5,2020,8,30,24,29,84,6,10,165,SSE,386,Patchy light rain with thunder,2.4,0.1,52,10,6,1018,31,46,24,75,12,54,23,74,11,17,24,75,5,Қостанай
2020-08-31,29,84,19,66,25,77,0.0,11.6,6,2020,8,31,24,29,84,7,11,229,SW,116,Partly cloudy,0.0,0.0,46,10,6,1018,31,10,25,77,11,51,24,75,11,18,25,77,6,Қостанай
2020-08-01,35,94,24,75,30,86,0.0,11.4,7,2020,8,1,24,35,94,16,26,56,NE,176,Patchy rain possible,0.8,0.0,27,10,6,1005,30,49,29,84,8,46,29,85,24,39,29,84,7,Қызылорда
2020-08-02,36,97,22,71,30,87,0.0,14.5,8,2020,8,2,24,36,97,11,18,75,ENE,116,Partly cloudy,0.0,0.0,30,10,6,1005,30,7,29,84,8,47,28,83,17,28,29,84,8,Қызылорда
2020-08-03,38,100,24,76,33,91,0.0,14.5,8,2020,8,3,24,38,100,12,20,60,ENE,116,Partly cloudy,0.0,0.0,22,10,6,1005,30,3,31,88,6,43,32,89,19,31,31,88,8,Қызылорда
2020-08-04,38,100,24,74,32,89,0.0,14.5,8,2020,8,4,24,38,100,8,14,48,NE,116,Partly cloudy,0.0,0.0,20,10,6,1001,30,2,30,86,5,41,31,87,14,23,30,86,8,Қызылорда
2020-08-05,40,103,25,77,34,94,0.0,14.3,8,2020,8,5,24,40,103,6,10,186,S,116,Partly cloudy,0.0,0.0,17,10,6,1001,30,4,32,90,4,39,33,91,10,16,32,90,8,Қызылорда
2020-08-06,35,95,19,66,28,83,0.0,14.3,7,2020,8,6,24,35,95,10,16,287,WNW,116,Partly cloudy,0.0,0.0,29,10,6,1006,30,4,27,80,6,43,27,81,16,26,27,80,7,Қызылорда
2020-08-07,35,94,22,71,30,85,0.0,14.3,7,2020,8,7,24,35,94,10,16,246,WSW,116,Partly cloudy,0.0,0.0,22,10,6,1006,30,18,27,81,4,40,28,82,16,26,27,81,7,Қызылорда
2020-08-08,34,93,22,71,30,86,0.0,14.2,7,2020,8,8,24,34,93,8,13,199,SSW,116,Partly cloudy,0.0,0.0,30,10,6,1002,30,15,28,83,8,47,28,83,12,19,28,83,7,Қызылорда
2020-08-09,35,95,22,71,30,86,0.0,14.2,7,2020,8,9,24,35,95,14,22,245,WSW,116,Partly cloudy,0.0,0.0,29,10,6,999,30,17,28,83,8,47,28,83,21,34,28,83,7,Қызылорда
2020-08-10,34,93,21,71,30,85,0.0,14.2,7,2020,8,10,24,34,93,16,25,264,W,116,Partly cloudy,0.0,0.0,28,10,6,1000,30,12,28,83,7,44,28,82,22,36,28,83,7,Қызылорда
2020-08-11,29,84,17,63,24,75,0.0,14.1,6,2020,8,11,24,29,84,16,26,276,W,116,Partly cloudy,0.0,0.0,35,10,6,1004,30,3,23,73,6,43,23,73,24,38,23,73,6,Қызылорда
2020-08-12,30,87,17,62,25,77,0.0,14.1,6,2020,8,12,24,30,87,12,20,282,WNW,116,Partly cloudy,0.0,0.0,36,10,6,1006,30,13,23,74,7,44,23,74,19,30,23,74,6,Қызылорда
2020-08-13,31,88,17,63,26,78,0.0,14.1,7,2020,8,13,24,31,88,8,13,315,NW,116,Partly cloudy,0.0,0.0,30,10,6,1006,30,8,25,77,5,42,25,76,13,21,25,77,7,Қызылорда
2020-08-14,32,90,19,67,28,82,0.0,14.1,7,2020,8,14,24,32,90,9,15,194,SSW,116,Partly cloudy,0.0,0.0,29,10,6,1007,30,2,26,80,5,42,26,80,15,24,26,80,7,Қызылорда
2020-08-15,34,93,20,68,28,83,0.0,13.4,6,2020,8,15,24,34,93,10,16,36,NE,122,Overcast,0.0,0.0,24,10,6,1006,30,19,26,79,4,39,27,80,16,25,26,79,6,Қызылорда
2020-08-16,34,94,21,71,29,85,0.0,14.0,7,2020,8,16,24,34,94,11,18,239,WSW,116,Partly cloudy,0.0,0.0,24,10,6,1003,30,18,28,82,5,41,28,83,17,27,28,82,7,Қызылорда
